"code","quest","markerKey","index","objective","type","optional","stringName","english","czech","displayNodes","paths"
"M05","svatba","svatba","19","poblahoprej_novomanzelum","AfterCeremony","False","svatba_poblahoprej_novoma_qgXm","Congratulate the newlyweds.","Poblahopřej novomanželům.","1","hibernovana_cast.blahoprani.objectiveVisual4"
"M05","svatba","svatba","20","bran_se","Brawl","False","svatba_bran_se_Pk1m","Defend yourself.","Braň se.","1","hibernovana_cast.rvacka.objectiveVisual4"
"M05","svatba","svatba","21","promluv_si_s_hajnym","SpeakWithHuntsman","True","svatba_promluv_si_s_hajnym_P4al","Talk to Gamekeeper Vostatek.","Promluv si s hajným Vostatkem.","1","hibernovana_cast.ztraceny_lovci.zadani_s_hajnym.objectiveVisual17"
"M05","svatba","svatba","22","pohlidej_hajneho_aby_se_neopil","GuardHuntsman","True","svatba_pohlidej_hajneho_a_ZvUo","Keep Gamekeeper Vostatek from getting drunk.","Pohlídej hajného Vostatka, aby se neopil.","1","hibernovana_cast.ztraceny_lovci.hlidani_hajneho.objectiveVisual2"
"M05","svatba","svatba","23","najdi_hajneho","FindHuntsman","True","svatba_najdi_hajneho_h41h","Find Gamekeeper Vostatek.","Najdi hajného Vostatka.","1","hibernovana_cast.ztraceny_lovci.opily_hajny.objectiveVisual2"
"M05","svatba","svatba","24","pomoz_hajnemu_na_nohy","HelpDrunkenHuntsmanToSober","True","svatba_pomoz_hajnemu_na_n_xLig","Help Gamekeeper Vostatek to his feet.","Pomoz hajnému Vostatkovi na nohy.","1","hibernovana_cast.ztraceny_lovci.opily_hajny.objectiveVisual9"
"M05","svatba","svatba","25","promluv_si_s_hajneho_zenou","ProgressFailableAbortable","True","svatba_promluv_si_s_hajne_hutF","Talk to the gamekeeper's wife Zlatka.","Promluv si s hajného Zlatkou.","1","hibernovana_cast.ztraceny_lovci.opily_hajny.objectiveVisual47"
"M05","svatba","svatba","26","vyzvi_mladeho_semina_na_souboj","FriendlyDuelAtWedding","True","svatba_vyzvi_mladeho_semi_X4PK","Challenge young Lord Semine to a duel.","Vyzvi mladého Semína na souboj.","1","hibernovana_cast.sermirsky_turnaj.jindrichovy_duely.prvni_duel.objectiveVisual1"
"M05","svatba","svatba","27","vyzvi_hejtmana_suka_na_souboj","FriendlyDuelAtWedding","True","svatba_vyzvi_hejtmana_suk_TLOn","Challenge Captain Gnarly to a duel.","Vyzvi hejtmana Suka na souboj.","1","hibernovana_cast.sermirsky_turnaj.jindrichovy_duely.prvni_duel.objectiveVisual5"
"M05","svatba","svatba","28","vyzvi_rychtarova_syna_na_souboj","FriendlyDuelAtWedding","True","svatba_vyzvi_rychtarova_s_4qG1","Challenge Svatya to a duel.","Vyzvi Sváťu na souboj.","1","hibernovana_cast.sermirsky_turnaj.jindrichovy_duely.druhy_duel.objectiveVisual2"
"M05","svatba","svatba","29","vyzvi_pana_semina_na_souboj","FriendlyDuelAtWedding","True","svatba_vyzvi_pana_semina__JVvg","Challenge Lord Semine to a duel.","Vyzvi pana Semína na souboj.","1","hibernovana_cast.sermirsky_turnaj.jindrichovy_duely.treti_duel.objectiveVisual3"
"M05","svatba","svatba","30","vyzvi_doubravku_k_tanci","DanceWithBadDancer","True","svatba_vyzvi_nesikovnou_d_9sc5","Ask Doubravka to dance.","Vyzvi Doubravku k tanci.","1","hibernovana_cast.omacka.nesikovna_tanecnice.objectiveVisual4"
"M05","svatba","svatba","31","ziskej_odznacek_od_lekarnika","WithEmerichAboutDie","True","svatba_ziskej_odznacek_od_QkLA","Get a badge from Emmerich the apothecary.","Získej odznáček od lékárníka Emericha.","1","hibernovana_cast.kostkarsky_turnaj.s_lekarnikem_emerichem.objectiveVisual2"
"M05","svatba","svatba","32","ziskej_odznacek_od_kovare","ProgressAbortable","True","svatba_ziskej_odznacek_od_XXYm","Get a badge from Radovan the blacksmith.","Získej odznáček od kováře Radovana.","1","hibernovana_cast.kostkarsky_turnaj.s_kovarem.objectiveVisual3"
"M05","svatba","svatba","33","ziskej_odznacek_od_komoriho","ProgressAbortable","True","svatba_ziskej_odznacek_od_Oqvj","Get a badge from the Chamberlain.","Získej odznáček od komořího.","1","hibernovana_cast.kostkarsky_turnaj.s_komorim.objectiveVisual1"
"M05","svatba","svatba","34","vyzvi_a_poraz_rychtare_v_kostkach","ProgressAbortable","True","svatba_vyzvi_a_poraz_rych_CwlS","Challenge and defeat Bailiff Thrush at dice.","Vyzvi a poraž rychtáře Drozda v kostkách.","1","hibernovana_cast.kostkarsky_turnaj.finale_s_drozdem.s_drozdem.objectiveVisual5"
"M05","svatba","svatba","35","vyhraj_zlaty_odznacek_nad_hostinskou","ProgressAbortable","True","svatba_vyhraj_zlaty_odzna_eeSt","Win the gold badge from Innkeeper Betty.","Vyhraj zlatý odznáček nad hostinskou Bětou.","1","hibernovana_cast.kostkarsky_turnaj.finale_s_drozdem.s_hostinskou.objectiveVisual2"
"M05","svatba","svatba","36","najdi_mladika_ve_zlutm","ManInYellow","True","svatba_najdi_mladika_ve_z_Sclh","Find the young man dressed in yellow.","Najdi mladíka ve žlutém.","1","hibernovana_cast.ztraceny_mec_a_konkubina.n4faze__sdilene_casti.objectiveVisual3"
"M06","naTroskach","natroskach","0","zachran_pana_ptacka_pred_popravou","Progress","False","natroskach_zachran_pana_p_33fA","Save Sir Hans from execution.","Zachraň pana Ptáčka před popravou.","1","objectiveVisual47"
"M06","naTroskach","natroskach","1","dostan_se_k_tomasovi","Progress","False","natroskach_najdi_hejtmana_mP7Q","Get to Thomas.","Dostaň se k Tomášovi.","1","objectiveVisual50"
"M06","naTroskach","natroskach","2","nanos_pytle_do_pristresku_na_uhli","SackCarrying","True","natroskach_nanos_pytle_do_xXwH","Haul the sacks to the charcoal shed.","Nanos pytle do přístřešku na uhlí.","1","hibernovana_cast.na_vnejsim_dvore.noseni_pytlu.objectiveVisual23"
"M06","naTroskach","natroskach","3","odemkni_fance_truhlici_s_korenim","ProgressFailable","True","natroskach_odemkni_fance__srWq","Unlock Fanka's spice chest.","Odemkni Fance truhlici s kořením.","1","hibernovana_cast.na_vnitrnim_dvore.zasekla_fanka.objectiveVisual2"
"M06","naTroskach","natroskach","4","pomoz_koldovi_se_sekerou","ProgressAbortable","True","natroskach_ber_koldovu_se_5Dzw","Help Kolda with his axe.","Pomoz Koldovi se sekerou","1","hibernovana_cast.na_vnitrnim_dvore.nebrouseny_kolda.objectiveVisual47"
"M06","naTroskach","natroskach","5","sezen_kabatovi_ruzenec","ProgressUpdatedFailable","True","natroskach_sezen_kabatovi_gCP5","Find Kabat's rosary.","Sežeň Kabátovi růženec.","1","hibernovana_cast.na_vnitrnim_dvore.kabate_kabate.objectiveVisual9"
"M06","naTroskach","natroskach","6","zjisti_jaky_lek_podat_hejtmanu_tomasovi","ProgressUpdatedFailable","False","natroskach_zjisti_jaky_le_hmZb","Find out what medicine to give to Captain Thomas.","Zjisti jaký lék podat hejtmanu Tomášovi.","1","hledani_leku.objectiveVisual7"
"M06","naTroskach","natroskach","7","obstarej_tonicum_proti_horecce","naTroskach_ProgressAbortable","False","natroskach_obstarej_tonic_DHWT","Get hold of fever tonic.","Obstarej tonicum proti horečce.","1","hledani_leku.objectiveVisual8"
"M06","naTroskach","natroskach","8","dones_lek_zpatky_tomasovi","Progress","False","natroskach_dones_lek_zpat_4qYW","Take the medicine back to Thomas.","Dones lék zpátky Tomášovi.","1","hledani_leku.objectiveVisual9"
"M06","naTroskach","natroskach","9","obstarej_kovarovi_podkovu","BringHorseshoes","True","natroskach_prines_kovari__tg2t","Take care of the horseshoe for the blacksmith.","Obstarej kovářovi podkovu.","1","hibernovana_cast.na_vnejsim_dvore.kovar_a_podkovy.objectiveVisual4"
"M06","naTroskach","natroskach","10","dones_koldovi_nabrousenou_sekeru","ProgressAbortable","True","natroskach_nabrus_koldovi_xXeu","Bring Kolda the sharpened axe.","Dones Koldovi nabroušenou sekeru.","1","hibernovana_cast.na_vnitrnim_dvore.nebrouseny_kolda.objectiveVisual4"
"M06","naTroskach","natroskach","11","promluv_si_s_kovarem","naTroskach_ProgressAbortable","False","natroskach_promluv_si_s_k_lsuT","Talk to the blacksmith.","Promluv si s kovářem","1","hibernovana_cast.na_vnejsim_dvore.objectiveVisual4"
"M06","naTroskach","natroskach","12","sezen_panu_komorimu_odvar_na_zaludek","BringPotionForChamberlain","True","natroskach_sezen_panu_kom_xvpS","Get hold of some stomach potion for the chamberlain.","Sežeň panu komořímu odvar na žaludek.","1","hibernovana_cast.na_vnitrnim_dvore.vred_pana_komoriho.objectiveVisual21"
"M06","naTroskach","natroskach","13","sezen_panu_komorimu_neco_na_zaludek","ProgressAbortable","True","natroskach_sezen_panu_kom_DrPz","Get hold of something for the chamberlain's stomach.","Sežeň panu komořímu něco na žaludek.","1","hibernovana_cast.na_vnitrnim_dvore.vred_pana_komoriho.objectiveVisual28"
"M06","naTroskach","natroskach","14","najdi_si_praci_kolem_sibenice","ProgressAbortable","True","natroskach_najdi_si_praci_EU1G","Find work around the gallows.","Najdi si práci kolem šibenice.","1","hibernovana_cast.na_vnitrnim_dvore.nebrouseny_kolda.objectiveVisual53"
"M06","naTroskach","natroskach","15","dones_podkovu_kabatovi","ProgressUpdated","False","natroskach_dones_podkovu__gXno","Take the horseshoe to Kabat.","Dones podkovu Kabátovi","1","hibernovana_cast.na_vnitrnim_dvore.kabate_kabate.kabate_nemas_sperhaky.objectiveVisual15"
"M07","nebakovPruzkum","nebakovpruzkum","0","nasleduj_komoriho","ProgressAbortable","True","nebakovpr_nasleduj_komori_ZBg7","Follow the chamberlain.","Následuj komořího.","1","trosky_a_cesta_na_nebakov.tour_s_komorim_a_henryho_pokoj.objectiveVisual3"
"M07","nebakovPruzkum","nebakovpruzkum","1","vezmi_si_sve_vybaveni","ProgressAbortable","True","nebakovpr_vezmi_si_sve_vy_BI10","Take your equipment.","Vezmi si své vybavení.","1","trosky_a_cesta_na_nebakov.tour_s_komorim_a_henryho_pokoj.seber_veci_z_truhly_objectiv.objectiveVisual5"
"M07","nebakovPruzkum","nebakovpruzkum","2","setkej_se_s_janem_ptackem","Progress","False","nebakovpr_setkej_se_s_jan_31Eo","Meet up with Sir Hans Capon.","Setkej se s Janem Ptáčkem.","0",""
"M07","nebakovPruzkum","nebakovpruzkum","3","promluv_s_pacholkem_ve_staji","ZiskaniKone","False","nebakovpr_promluv_s_podko_YVYj","Talk to the stable hand.","Promluv s pacholkem ve stáji.","1","trosky_a_cesta_na_nebakov.u_pacholka_od_koni.objectiveVisual3"
"M07","nebakovPruzkum","nebakovpruzkum","4","doprovod_jana_ptacka_na_nebakov","DoprovodPtacka","False","nebakovpr_doprovod_jana_p_QhMo","Escort Sir Hans Capon to Nebakov.","Doprovoď Jana Ptáčka na Nebákov.","1","trosky_a_cesta_na_nebakov.cesta_na_nebakov.objectiveVisual19"
"M07","nebakovPruzkum","nebakovpruzkum","5","zavod_s_janem_ptackem","ProgressFailable","False","nebakovpr_poraz_ptacka_v__JaS2","Race Sir Hans!","Závoď s Janem Ptáčkem!","1","trosky_a_cesta_na_nebakov.cesta_na_nebakov.zavod_s_ptackem.objectiveVisual22"
"M07","nebakovPruzkum","nebakovpruzkum","6","prozkoumej_tvrz","NebakovPodezreni","True","nebakovpr_prozkoumej_tvrz_UNAc","Explore the fortress.","Prozkoumej tvrz.","1","na_nebakove.jindra_na_nebakove.podezdreni.objectiveVisual10"
"M07","nebakovPruzkum","nebakovpruzkum","7","zjisti_vic_o_nebakovskych_konich","ZjistovaniKone","True","nebakovpr_zjisti_vic_o_ne_twgT","Find out more about the Nebakov horses.","Zjisti víc o nebákovských koních.","1","na_nebakove.jindra_na_nebakove.kone_objective_a_zavod.objectiveVisual6"
"M07","nebakovPruzkum","nebakovpruzkum","8","pockej_az_ptacek_dokonci_jednani","PockejNaPtackaJednani","False","nebakovpr_pockej_az_ptace_LlOx","Wait till Sir Hans' meeting is over.","Počkej až Ptáček dokončí jednání.","1","na_nebakove.pockej_na_ptacka_objective.objectiveVisual25"
"M07","nebakovPruzkum","nebakovpruzkum","9","doprovod_jana_ptacka_zpet_na_trosky","PtacekOdjezdNebakov","False","nebakovpr_doprovod_jana_p_uqHY","Escort Sir Hans Capon back to Trosky.","Doprovoď Jana Ptáčka zpět na Trosky.","1","na_nebakove.odjezd_z_nebakova_.objectiveVisual24"
"M07","nebakovPruzkum","nebakovpruzkum","10","setkej_se_s_janem_ptackem_na_troskach","SetkejSeSPtackem","False","nebakovpr_setkej_se_s_jan_edc6","Meet up with Sir Hans Capon at Trosky.","Setkej se s Janem Ptáčkem na Troskách.","1","zpatky_na_troskach.objectiveVisual3"
"M07","nebakovPruzkum","nebakovpruzkum","11","doprovod_klaru_pri_vychazce","ProgressFailableAbortable","True","nebakovpr_doprovod_klaru__1y2l","Accompany Klara on a walk.","Doprovoď Kláru při vycházce.","1","na_nebakove.jindra_na_nebakove.raneni_a_devecka.pozvanka_na_prochazku.objectiveVisual18"
"M07","nebakovPruzkum","nebakovpruzkum","12","promluv_si_s_klarou","ProgressFailableAbortable","True","nebakovpr_promluv_si_s_kl_HpCp","Talk to Klara.","Promluv si s Klárou.","1","na_nebakove.jindra_na_nebakove.raneni_a_devecka.sber_bylin_a_odevzdani.objectiveVisual1"
"M07","nebakovPruzkum","nebakovpruzkum","13","zjisti_klarino_tajemstvi","KlaraOdmena","True","nebakovpr_promluv_si_s_kl_xHGt","Find out Klara's secret!","Zjisti Klářino tajemství!","1","na_nebakove.jindra_na_nebakove.raneni_a_devecka.sex_a_potom.objectiveVisual1"
"M07","nebakovPruzkum","nebakovpruzkum","14","poraz_hertla_v_zavode","ProgressAbortable","True","nebakovpr_poraz_hertla_v__OkVe","Beat Hertel in a race.","Poraž Hertla v závodě.","1","na_nebakove.jindra_na_nebakove.kone_objective_a_zavod.zavod_na_konich.poraz_hertla.objectiveVisual33"
"M07","nebakovPruzkum","nebakovpruzkum","15","dojed_k_sypce_u_nebakovskeho_mlyna","ProgressFailable","True","nebakovpr_projed_branu_O96q","Ride to the granary at Nebakov mill!","Dojeď k sýpce u nebákovského mlýna!","1","na_nebakove.jindra_na_nebakove.kone_objective_a_zavod.zavod_na_konich.objectiveVisual13"
"M07","nebakovPruzkum","nebakovpruzkum","16","dojed_zpatky_na_nebakov","ProgressFailable","True","nebakovpr_jed_do_cile_c8wf","Ride back to Nebakov!","Dojeď zpátky na Nebákov!","1","na_nebakove.jindra_na_nebakove.kone_objective_a_zavod.zavod_na_konich.objectiveVisual14"
"M07","nebakovPruzkum","nebakovpruzkum","17","vyzvedni_si_u_pelcla_vyhru","ProgressFailableAbortable","True","nebakovpr_promluv_s_pelcl_NTOC","Collect the winnings from Peltzel.","Vyzvedni si u Pelcla výhru.","1","na_nebakove.jindra_na_nebakove.kone_objective_a_zavod.zavod_na_konich.vyzvedni_odmenu.objectiveVisual27"
"M07","nebakovPruzkum","nebakovpruzkum","18","spolecne_s_ptackem_oznam_panu_bergovovi_vas_navrat","ReportBergovovi","False","nebakovpr_placeholder__ve_5HUM","Go with Capon to Lord von Bergow to announce your return.","Společně s Ptáčkem oznam panu Bergovovi váš návrat.","1","zpatky_na_troskach.objectiveVisual6"
"M07","nebakovPruzkum","nebakovpruzkum","19","sezen_mesicek_pro_klaru","ProgressFailableAbortable","True","nebakovpr_sezen_byliny_pr_wNfU","Find marigold for Klara.","Sežeň měsíček pro Kláru.","1","na_nebakove.jindra_na_nebakove.raneni_a_devecka.sber_bylin_a_odevzdani.sbirani_kytek.objectiveVisual_marigold"
"M07","nebakovPruzkum","nebakovpruzkum","20","dones_klare_byliny_new","ProgressFailableAbortable","True","nebakovpr_dones_klare_byl_AuI7","Bring Klara the herbs.","Dones Kláře byliny.","1","na_nebakove.jindra_na_nebakove.raneni_a_devecka.sber_bylin_a_odevzdani.objectiveVisual32"
"M07","nebakovPruzkum","nebakovpruzkum","21","seznam_se_s_pobocnikem_michalem","SeznamSeSKapitanem","True","nebakovpr_seznam_se_s_pob_20cp","Get to know Michael the adjutant.","Seznam se s pobočníkem Michalem.","1","na_nebakove.jindra_na_nebakove.kapitan_strazi_a_obchuzka.promluv_s_kapitanem__objective.objectiveVisual26"
"M07","nebakovPruzkum","nebakovpruzkum","22","pomer_se_s_michalem_ve_zbrani","BojMichal","True","nebakovpr_pomer_se_s_mich_DxPC","Take on Michael in a duel.","Poměř se s Michalem ve zbrani.","1","na_nebakove.jindra_na_nebakove.kapitan_strazi_a_obchuzka.intro_a_duel.duelove_objectivy.objectiveVisual30"
"M07","nebakovPruzkum","nebakovpruzkum","23","sezen_vlci_mak_pro_klaru","ProgressFailableAbortable","True","nebakovpr_sezen_vlci_mak__yY2j","Find poppies for Klara.","Sežeň vlčí mák pro Kláru.","1","na_nebakove.jindra_na_nebakove.raneni_a_devecka.sber_bylin_a_odevzdani.sbirani_kytek.objectiveVisual_poppy"
"M07","nebakovPruzkum","nebakovpruzkum","24","sezen_salvej_pro_klaru","ProgressFailableAbortable","True","nebakovpr_sezen_salvjej_p_k0vJ","Find sage for Klara.","Sežeň šalvěj pro Kláru.","1","na_nebakove.jindra_na_nebakove.raneni_a_devecka.sber_bylin_a_odevzdani.sbirani_kytek.objectiveVisual_salvia"
"M07","nebakovPruzkum","nebakovpruzkum","25","promluv_s_michalem_o_vysledku_souboje","ProgressFailableAbortable","True","nebakovpr_promluv_s_micha_jLmH","Talk to Michael about the outcome of the duel.","Promluv s Michalem o výsledku souboje.","1","na_nebakove.jindra_na_nebakove.kapitan_strazi_a_obchuzka.intro_a_duel.duelove_objectivy.objectiveVisual54"
"M07","nebakovPruzkum","nebakovpruzkum","26","opatri_si_nekde_vlastniho_kone","ZiskejKoneOW","False","nebakovpr_opatri_si_nekde_wimy","Get hold of a horse somewhere.","Opatři si někde vlastního koně.","1","trosky_a_cesta_na_nebakov.u_pacholka_od_koni.ziskej_kone_jinak.objectiveVisual15"
"M08","mucirna","semin","0","mucirna_a","AdditiveLog","False","mucirna_muceni_UaIr","Interrogation in the torture chamber","Výslech v mučírně","1","hibernation.mucirna.muceni_s_ptackem.defaultTortureLog_objectiveVisual"
"M08","mucirna","semin","1","promluv_si_s_ptackem","Progress","False","mucirna_promluv_si_s_ptac_Lhiq","Speak with Capon.","Promluv si s Ptáčkem.","1","hibernation.mucirna.muceni_s_ptackem.tour_s_ptackem_do_mucirny.talkToCapon_objectiveVisual"
"M08","mucirna","semin","2","vyslechni_s_ptackem_zajatce_v_mucirne","TorturingPrisoner","False","semin_vyslechni_v_mucirne_Wu0m","Interrogate the prisoner in the torture chamber with Capon.","Vyslechni s Ptáčkem zajatce v mučírně.","1","hibernation.mucirna.muceni_s_ptackem.torture_objectiveVisual"
"M08","mucirna","semin","3","sdel_bergovovi_vysledek_vyslechu","bergovDebriefObjective","False","semin_vrat_se_k_bergovovi_pKLz","Inform von Bergow of the interrogation results.","Sděl Bergovovi výsledek výslechu.","1","hibernation.mucirna.debrief_u_bergova.returnToBergov_objectiveVisual"
"M08","mucirna","semin","4","pockej_na_podvecer_nez_hasek_pripravi_svoje_muze","Progress","True","semin_novypockej_do_vecer_iN0y","Wait until Hashek has prepared his men.","Počkej, než Hašek připraví svoje muže.","1","hibernation.cesta_na_semin.cekani_na_vojaky.waitForSoldiers_objectiveVisual"
"M08","mucirna","semin","5","promluv_si_s_ptackem_kvuli_seminu","ProgressFailable","False","semin_novypromluv_si_s_pt_dGyI","Speak with Capon about Semine.","Promluv si s Ptáčkem kvůli Semínu.","1","hibernation.cesta_na_semin.rozmluvy_s_ptackem_a_haskem.talkToCaponAboutSeminRaid_objectiveVisual"
"M08","mucirna","semin","6","dozen_vypravu_mirici_na_semin","ProgressFailable","False","mucirna_placeholder_dozen_3TgV","Catch up to the party heading for Semine.","Dožeň výpravu mířící na Semín.","1","hibernation.cesta_na_semin.dohaneni_vojaku.reachRaidParty_objectiveVisual"
"M08","mucirna","semin","7","jed_s_vojaky_a_ptackem_na_semin","ProgressFailable","False","semin_jed_s_vojaky_a_ptac_UBk9","Ride with the soldiers and Capon to Semine.","Jeď s vojáky a Ptáčkem na Semín.","1","hibernation.cesta_na_semin.tour_na_semin.rideToSemin_objectiveVisual"
"M08","mucirna","semin","8","poraz_semina_a_jeho_muze","ProgressAbortable","False","semin_pozabijej_seminske_8ODz","Defeat Semine and his men!","Poraž Semína a jeho muže!","1","hibernation.na_semine.bitva.objectiveVisual3"
"M08","mucirna","semin","9","pozabijej_vojaky","KillSoldiers","False","semin_pozabijej_vojaky_pmvK","Kill the soldiers!","Pozabíjej vojáky!","1","hibernation.na_semine.bitva.objectiveVisual59"
"M08","mucirna","semin","10","promluv_si_s_purkrabim","Progress","False","semin_promluv_si_s_hejtma_hyEb","Speak with the burgrave.","Promluv si s purkrabím.","0",""
"M08","mucirna","semin","11","promluv_si_se_seminem","Progress","False","semin_promluv_si_se_semin_xCzh","Speak with Semine.","Promluv si se Semínem.","1","hibernation.na_semine.vojaci_pobiti.objectiveVisual2"
"M08","mucirna","semin","12","prohledej_tvrz_a_najdi_oldricha","ProgressAbortable","False","semin_prohledej_tvrz_a_hl_LHDG","Search the tower and find Olda.","Prohledej tvrz a najdi Oldřicha.","1","hibernation.na_semine.patrani_po_mladem_seminovi.objectiveVisual4"
"M08","mucirna","semin","13","poraz_haska_v_duelu","Progress","False","semin_poraz_haska_v_duelu_0TUA","Defeat Hashek in a duel!","Poraž Haška v duelu!","1","hibernation.na_semine.mlady_semin_nalezen.souboj_henryho_s_haskem.objectiveVisual6"
"M08","mucirna","semin","14","zbav_se_haskovych_muzu","Progress","False","semin_bran_se_tgzK","Get rid of Hashek's men.","Zbav se Haškových mužů!","1","hibernation.na_semine.mlady_semin_nalezen.vyhlazeni_vojaku.objectiveVisual2"
"M08","mucirna","semin","15","podej_rano_zpravu_bergovovi","mucirna_ProgressUpdated","False","semin_vrat_se_na_trosky_a_QBhD","Report to von Bergow in the morning.","Podej ráno zprávu Bergovovi.","1","hibernation.navrat_na_trosky.odjezd.objectiveVisual2"
"M08","mucirna","semin","16","pockej_az_se_ptacek_vrati_ze_semina_a_promluv_si_s_nim","Progress","False","semin_placeholder__promlu_IpMJ","Wait until Capon returns from Semine and talk to him.","Počkej, až se Ptáček vrátí ze Semína a promluv si s ním.","1","hibernation.navrat_na_trosky.semin_vypalen_bez_hrace.talkToPtacek_objectiveVisual"
"M09","utokNaNebakov","utoknanebakov","0","promluv_si_vecer_s_ptackem","Progress","False","utoknaneb_promluv_si_s_pt_hWlM","Talk to Capon this evening.","Promluv si večer s Ptáčkem.","1","hibernovana_gameplay.na_troskach.porada_s_bergovem.objective__promluv_si_s_ptackem.objectiveVisual9"
"M09","utokNaNebakov","utoknanebakov","1","hoduj_a_uzivej_si_zivota","ProgressAbortable","True","utoknaneb_pij_hoduj_a_uzi_qoMg","Feast and enjoy the good life!","Hoduj a užívej si života!","1","hibernovana_gameplay.na_troskach.porada_s_bergovem.objective__pij_hoduj_a_uzivej_si_zivota.objectiveVisual2"
"M09","utokNaNebakov","utoknanebakov","2","dobre_se_vyspi","Progress","False","utoknaneb_placeholder__jd_0bzm","Get a good night's sleep.","Dobře se vyspi.","1","hibernovana_gameplay.na_troskach.porada_s_bergovem.objective__dobre_se_vyspi.objectiveVisual2"
"M09","utokNaNebakov","utoknanebakov","3","zajdi_za_ptackem","ProgressAbortable","False","utoknaneb_zajdi_za_ptackem_HIBd","Go and see Capon.","Zajdi za Ptáčkem.","1","hibernovana_gameplay.na_troskach.porada_s_bergovem.objective__zajdi_za_ptackem.objectiveVisual6"
"M09","utokNaNebakov","utoknanebakov","4","prines_florianuv_prsten","GetFridusRing","True","utoknaneb_ziskej_fridusuv_yQUw","Bring Florian's ring.","Přines Floriánův prsten.","1","hibernovana_gameplay.na_troskach.porada_s_bergovem.objective__prines_florianuv_prsten.objectiveVisual4"
"M09","utokNaNebakov","utoknanebakov","5","proved_intriku_s_prstenem","ProgressAbortable","True","utoknaneb_proved_intriku__CJdD","Play the trick with the ring.","Proveď intriku s prstenem.","1","hibernovana_gameplay.na_troskach.porada_s_bergovem.objective__proved_intriku_s_prstenem.objectiveVisual3"
"M09","utokNaNebakov","utoknanebakov","6","ziskej_odmenu_od_palecka","ProgressAbortable","False","utoknaneb_zajdi_si_k_pale_hYEN","Get the reward from Littlehead.","Získej odměnu od Palečka.","1","hibernovana_gameplay.na_troskach.porada_s_bergovem.objective__zajdi_si_k_paleckovi_pro_odmenu.objectiveVisual2"
"M09","utokNaNebakov","utoknanebakov","7","zajdi_do_kuchyne_pro_vino","GetWine","False","utoknaneb_zajdi_za_kateri_5QmS","Go into the kitchen for wine.","Zajdi do kuchyně pro víno.","1","hibernovana_gameplay.na_troskach.v_kuchyni.objectiveVisual2"
"M09","utokNaNebakov","utoknanebakov","8","zajdi_pro_vyzbroj","ProgressAbortable","True","utoknaneb_zajdi_za_osinou_BglM","Go and get the armour.","Zajdi pro výzbroj.","1","hibernovana_gameplay.na_troskach.kovar_osina.objective__zajdi_pro_vyzbroj.objectiveVisual4"
"M09","utokNaNebakov","utoknanebakov","9","vezmi_zbroj_z_truhly","ProgressFailable","True","utoknaneb_vezmi_zbroj_z_t_sqBf","Take the armour from the trunk.","Vezmi zbroj z truhly","1","hibernovana_gameplay.na_troskach.kovar_osina.objective__zajdi_pro_vyzbroj.objectiveVisual7"
"M09","utokNaNebakov","utoknanebakov","10","otevri_bednu_s_jablky","ProgressFailableAbortable","True","utoknaneb_otevri_bednu_s__hJzG","Open the herbs chest.","Otevři bednu s kořením.","1","hibernovana_gameplay.na_troskach.v_kuchyni.objective__otevri_bednu_s_jablky.objectiveVisual6"
"M09","utokNaNebakov","utoknanebakov","11","predej_vino_a_zbroj_ptackovi","PtacekArmor","False","utoknaneb_dones_ptackovi__brsd","Hand over the wine and armour to Capon.","Předej víno a zbroj Ptáčkovi.","1","hibernovana_gameplay.na_troskach.druhy_den__komori_pred_branou.objectiveVisual3"
"M09","utokNaNebakov","utoknanebakov","12","vyjed_do_bitvy","Progress","False","utoknaneb_do_bitvy_SUrG","Set out for battle!","Vyjeď do bitvy!","1","hibernovana_gameplay.na_troskach.druhy_den__komori_pred_branou.objective__do_bitvy.objectiveVisual3"
"M09","utokNaNebakov","utoknanebakov","13","jdi_za_ptackem","ProgressAbortable","True","utoknaneb_jdi_za_ptackem_Z1gC","Go to Capon.","Jdi za Ptáčkem.","1","hibernovana_gameplay.prepadeni_v_rokli.jindra_odchazi_od_ptacka.objectiveVisual50"
"M09","utokNaNebakov","utoknanebakov","14","jdi_s_ptackem_dolu_k_mlynu","ProgressFailable","False","utoknaneb_zachran_se_s_pt_T0Lm","Go down to the mill with Capon.","Jdi s Ptáčkem dolů k mlýnu.","1","hibernovana_gameplay.prepadeni_v_rokli.prepadeni_ve_skalni_rokli.objectiveVisual2"
"M09","utokNaNebakov","utoknanebakov","15","bran_komoriho","KomoriAnimation","False","utoknaneb_vezmi_komoriho_OTbZ","Defend the Chamberlain!","Braň komořího!","1","hibernovana_gameplay.prepadeni_v_rokli.prepadeni_ve_skalni_rokli.objective__zachran_komoriho.objectiveVisual15"
"M09","utokNaNebakov","utoknanebakov","16","projdi_kolem_zaseku","Progress","False","utoknaneb_najdi_cestu_pryc_lO3N","Go round the barricade.","Projdi kolem záseku.","1","hibernovana_gameplay.prepadeni_v_rokli.objective__najdi_cestu_pryc.objectiveVisual2"
"M09","utokNaNebakov","utoknanebakov","17","prezij_souboj","Progress","False","utoknaneb_vyhraj_souboj_t2JU","Survive the duel!","Přežij souboj!","1","hibernovana_gameplay.prepadeni_v_rokli.souboj_se_zizkou.duel_s_zizkou.objectiveVisual4"
